name,year,duration,genre,rate,is_mature,movie_url
Deja Vu,2006,,"Action,Crime,Sci-Fi",7.1,PG-13,https://www.imdb.com/title/tt0453467/?ref_=adv_li_tt
Mr. Nobody,2009,,"Drama,Fantasy,Romance",7.8,R,https://www.imdb.com/title/tt0485947/?ref_=adv_li_tt
Dirk Gently's Holistic Detective Agency,2016–2017,"1,h","Action,Adventure,Comedy",8.2,TV-14,https://www.imdb.com/title/tt4047038/?ref_=adv_li_tt
Ghost in the Shell,2017,,"Action,Crime,Drama",6.3,PG-13,https://www.imdb.com/title/tt1219827/?ref_=adv_li_tt
Geostorm,2017,,"Action,Sci-Fi,Thriller",5.3,PG-13,https://www.imdb.com/title/tt1981128/?ref_=adv_li_tt
Revolution,2012–2014,"43,m","Action,Adventure,Drama",6.6,TV-14,https://www.imdb.com/title/tt2070791/?ref_=adv_li_tt
Antiviral,2012,,"Horror,Mystery,Sci-Fi",5.7,Not Rated,https://www.imdb.com/title/tt2099556/?ref_=adv_li_tt
Tales of the Jedi,2022– ,"15,m","Animation,Short,Action",8.2,TV-PG,https://www.imdb.com/title/tt20723374/?ref_=adv_li_tt
The Core,2003,,"Action,Adventure,Sci-Fi",5.5,PG-13,https://www.imdb.com/title/tt0298814/?ref_=adv_li_tt
Ender's Game,2013,,"Action,Adventure,Sci-Fi",6.6,PG-13,https://www.imdb.com/title/tt1731141/?ref_=adv_li_tt
Moonraker,1979,,"Action,Adventure,Sci-Fi",6.2,PG,https://www.imdb.com/title/tt0079574/?ref_=adv_li_tt
Cloudy with a Chance of Meatballs 2,2013,,"Animation,Adventure,Comedy",6.3,PG,https://www.imdb.com/title/tt1985966/?ref_=adv_li_tt
Megamind,2010,,"Animation,Action,Comedy",7.3,PG,https://www.imdb.com/title/tt1001526/?ref_=adv_li_tt
Dragon Ball Super,2015–2018,"24,m","Animation,Action,Adventure",8.3,TV-PG,https://www.imdb.com/title/tt4644488/?ref_=adv_li_tt
Mighty Morphin Power Rangers,1993–1996,"30,m","Action,Adventure,Family",6.5,TV-Y7,https://www.imdb.com/title/tt0106064/?ref_=adv_li_tt
Teenage Mutant Ninja Turtles,2014,,"Action,Adventure,Comedy",5.8,PG-13,https://www.imdb.com/title/tt1291150/?ref_=adv_li_tt
What Happened to Monday,2017,,"Action,Crime,Fantasy",6.8,TV-MA,https://www.imdb.com/title/tt1536537/?ref_=adv_li_tt
Hellboy,2004,,"Action,Adventure,Fantasy",6.8,PG-13,https://www.imdb.com/title/tt0167190/?ref_=adv_li_tt
The Stand,1994,"6,h, ,1,m","Adventure,Drama,Fantasy",7.1,Not Rated,https://www.imdb.com/title/tt0108941/?ref_=adv_li_tt
Deep Impact,1998,,"Action,Drama,Sci-Fi",6.2,PG-13,https://www.imdb.com/title/tt0120647/?ref_=adv_li_tt
Serenity,2005,,"Action,Adventure,Sci-Fi",7.8,PG-13,https://www.imdb.com/title/tt0379786/?ref_=adv_li_tt
Fallout,2023– ,,"Action,Adventure,Drama",,,https://www.imdb.com/title/tt12637874/?ref_=adv_li_tt
The Man from Earth,2007,,"Drama,Fantasy,Mystery",7.9,Not Rated,https://www.imdb.com/title/tt0756683/?ref_=adv_li_tt
The Witch: Part 1 - The Subversion,2018,,"Action,Mystery,Sci-Fi",7.1,Not Rated,https://www.imdb.com/title/tt8574252/?ref_=adv_li_tt
High Life,2018,,"Adventure,Drama,Horror",5.8,R,https://www.imdb.com/title/tt4827558/?ref_=adv_li_tt
The Last of Us: Part I,2022,,"Action,Adventure,Drama",9.8,M,https://www.imdb.com/title/tt20918700/?ref_=adv_li_tt
Back to the Future Part III,1990,,"Adventure,Comedy,Sci-Fi",7.4,PG,https://www.imdb.com/title/tt0099088/?ref_=adv_li_tt
Roswell,1999–2002,"42,m","Drama,Mystery,Romance",7.5,TV-14,https://www.imdb.com/title/tt0201391/?ref_=adv_li_tt
Avengers: Quantum Encounter,2022,,"Short,Action,Comedy",6.2,,https://www.imdb.com/title/tt21192014/?ref_=adv_li_tt
Orphan Black,2013–2017,"44,m","Drama,Sci-Fi,Thriller",8.3,TV-MA,https://www.imdb.com/title/tt2234222/?ref_=adv_li_tt
Westworld,1973,,"Action,Sci-Fi,Thriller",6.9,PG,https://www.imdb.com/title/tt0070909/?ref_=adv_li_tt
Pixels,2015,,"Action,Comedy,Fantasy",5.6,PG-13,https://www.imdb.com/title/tt2120120/?ref_=adv_li_tt
The Walking Dead: World Beyond,2020–2021,"1,h","Drama,Horror,Sci-Fi",4.4,TV-MA,https://www.imdb.com/title/tt10148174/?ref_=adv_li_tt
Boss Level,2020,,"Action,Adventure,Comedy",6.8,TV-MA,https://www.imdb.com/title/tt7638348/?ref_=adv_li_tt
Colony,2016–2018,"42,m","Action,Adventure,Drama",7.4,TV-14,https://www.imdb.com/title/tt4209256/?ref_=adv_li_tt
Meet Cute,2022,,"Comedy,Drama,Fantasy",5.7,TV-MA,https://www.imdb.com/title/tt14900738/?ref_=adv_li_tt
To the Lake,2019– ,"48,m","Drama,Sci-Fi,Thriller",7.2,TV-MA,https://www.imdb.com/title/tt9151230/?ref_=adv_li_tt
The Giver,2014,,"Drama,Romance,Sci-Fi",6.4,PG-13,https://www.imdb.com/title/tt0435651/?ref_=adv_li_tt
The Colony,2021,,"Action,Adventure,Sci-Fi",5.4,R,https://www.imdb.com/title/tt6506264/?ref_=adv_li_tt
Luke Cage,2016–2018,"55,m","Action,Crime,Drama",7.3,TV-MA,https://www.imdb.com/title/tt3322314/?ref_=adv_li_tt
The Dark Tower,2017,,"Action,Adventure,Fantasy",5.6,PG-13,https://www.imdb.com/title/tt1648190/?ref_=adv_li_tt
Extinction,2018,,"Action,Drama,Sci-Fi",5.8,TV-MA,https://www.imdb.com/title/tt3201640/?ref_=adv_li_tt
Z Nation,2014–2018,"44,m","Action,Comedy,Drama",6.7,TV-14,https://www.imdb.com/title/tt3843168/?ref_=adv_li_tt
Linoleum,2022,,"Comedy,Drama,Sci-Fi",7.5,,https://www.imdb.com/title/tt13483866/?ref_=adv_li_tt
The Iron Giant,1999,,"Animation,Action,Adventure",8.1,PG,https://www.imdb.com/title/tt0129167/?ref_=adv_li_tt
The Invisible Maniac,1990,,"Comedy,Horror,Sci-Fi",4.1,R,https://www.imdb.com/title/tt0099856/?ref_=adv_li_tt
Independence Day: Resurgence,2016,,"Action,Adventure,Sci-Fi",5.2,PG-13,https://www.imdb.com/title/tt1628841/?ref_=adv_li_tt
The Call,2020,,"Crime,Horror,Mystery",7.1,TV-MA,https://www.imdb.com/title/tt10530176/?ref_=adv_li_tt
I Am Not Okay with This,2020,"30,m","Comedy,Drama,Fantasy",7.5,TV-MA,https://www.imdb.com/title/tt9446688/?ref_=adv_li_tt
The Venture Bros.,2003–2018,"22,m","Animation,Action,Adventure",8.6,TV-14,https://www.imdb.com/title/tt0417373/?ref_=adv_li_tt
Twilight Zone: The Movie,1983,,"Horror,Sci-Fi",6.4,PG,https://www.imdb.com/title/tt0086491/?ref_=adv_li_tt
The Undeclared War,2022,"47,m","Drama,Sci-Fi,Thriller",6.9,TV-MA,https://www.imdb.com/title/tt7939800/?ref_=adv_li_tt
The Flash,1990–1991,"48,m","Action,Crime,Fantasy",7.1,TV-PG,https://www.imdb.com/title/tt0098798/?ref_=adv_li_tt
Isle of Dogs,2018,,"Animation,Adventure,Comedy",7.8,PG-13,https://www.imdb.com/title/tt5104604/?ref_=adv_li_tt
Death Race,2008,,"Action,Sci-Fi,Thriller",6.4,R,https://www.imdb.com/title/tt0452608/?ref_=adv_li_tt
Robots,2005,,"Animation,Adventure,Comedy",6.4,PG,https://www.imdb.com/title/tt0358082/?ref_=adv_li_tt
Allegiant,2016,,"Action,Adventure,Mystery",5.7,PG-13,https://www.imdb.com/title/tt3410834/?ref_=adv_li_tt
The Swarm,2023– ,,"Drama,Sci-Fi,Thriller",5.4,,https://www.imdb.com/title/tt0808491/?ref_=adv_li_tt
The Girl with All the Gifts,2016,,"Action,Adventure,Drama",6.6,R,https://www.imdb.com/title/tt4547056/?ref_=adv_li_tt
The Day the Earth Stood Still,2008,,"Adventure,Drama,Sci-Fi",5.5,PG-13,https://www.imdb.com/title/tt0970416/?ref_=adv_li_tt
Swamp Thing,2019,"1,h","Action,Adventure,Drama",7.4,TV-MA,https://www.imdb.com/title/tt8362852/?ref_=adv_li_tt
Hollow Man,2000,,"Action,Horror,Sci-Fi",5.8,R,https://www.imdb.com/title/tt0164052/?ref_=adv_li_tt
From Beyond,1986,,"Horror,Sci-Fi",6.6,R,https://www.imdb.com/title/tt0091083/?ref_=adv_li_tt
Despicable Me 2,2013,,"Animation,Adventure,Comedy",7.3,PG,https://www.imdb.com/title/tt1690953/?ref_=adv_li_tt
Star Trek: Nemesis,2002,,"Action,Adventure,Sci-Fi",6.4,PG-13,https://www.imdb.com/title/tt0253754/?ref_=adv_li_tt
How It Ends,2018,,"Action,Drama,Horror",5,TV-MA,https://www.imdb.com/title/tt5246700/?ref_=adv_li_tt
It Comes at Night,2017,,"Drama,Horror,Mystery",6.2,R,https://www.imdb.com/title/tt4695012/?ref_=adv_li_tt
Made in Abyss,2017– ,,"Animation,Action,Adventure",8.4,TV-14,https://www.imdb.com/title/tt7222086/?ref_=adv_li_tt
R.I.P.D.,2013,,"Action,Adventure,Comedy",5.6,PG-13,https://www.imdb.com/title/tt0790736/?ref_=adv_li_tt
Chip 'n Dale: Rescue Rangers,2022,,"Animation,Action,Adventure",7,PG,https://www.imdb.com/title/tt3513500/?ref_=adv_li_tt
Mortal Engines,2018,,"Action,Adventure,Fantasy",6.1,PG-13,https://www.imdb.com/title/tt1571234/?ref_=adv_li_tt
Bolt,2008,,"Animation,Adventure,Comedy",6.8,PG,https://www.imdb.com/title/tt0397892/?ref_=adv_li_tt
High-Rise,2015,,"Drama,Sci-Fi",5.5,R,https://www.imdb.com/title/tt0462335/?ref_=adv_li_tt
Agent Carter,2015–2016,"42,m","Action,Adventure,Crime",7.9,TV-PG,https://www.imdb.com/title/tt3475734/?ref_=adv_li_tt
Synchronic,2019,,"Crime,Drama,Horror",6.2,R,https://www.imdb.com/title/tt9016974/?ref_=adv_li_tt
The Munsters,2022,,"Comedy,Family,Fantasy",4.5,PG,https://www.imdb.com/title/tt14813212/?ref_=adv_li_tt
Scanners,1981,,"Horror,Sci-Fi,Thriller",6.7,R,https://www.imdb.com/title/tt0081455/?ref_=adv_li_tt
Stowaway,2021,,"Adventure,Sci-Fi,Thriller",5.6,TV-MA,https://www.imdb.com/title/tt9203694/?ref_=adv_li_tt
The Thing,2011,,"Horror,Mystery,Sci-Fi",6.2,R,https://www.imdb.com/title/tt0905372/?ref_=adv_li_tt
Blade II,2002,,"Action,Horror,Sci-Fi",6.7,R,https://www.imdb.com/title/tt0187738/?ref_=adv_li_tt
Sword Art Online,2012– ,"24,m","Animation,Action,Adventure",7.5,TV-14,https://www.imdb.com/title/tt2250192/?ref_=adv_li_tt
Jurassic Park III,2001,,"Action,Adventure,Sci-Fi",5.9,PG-13,https://www.imdb.com/title/tt0163025/?ref_=adv_li_tt
Zathura: A Space Adventure,2005,,"Action,Adventure,Comedy",6.2,PG,https://www.imdb.com/title/tt0406375/?ref_=adv_li_tt
Short Circuit,1986,,"Comedy,Family,Sci-Fi",6.6,PG,https://www.imdb.com/title/tt0091949/?ref_=adv_li_tt
Untitled Rick & Michonne Spin-Off,,,"Drama,Horror,Sci-Fi",,,https://www.imdb.com/title/tt9859436/?ref_=adv_li_tt
Dual,2022,,"Comedy,Drama,Sci-Fi",5.8,R,https://www.imdb.com/title/tt9005184/?ref_=adv_li_tt
After Earth,2013,,"Action,Adventure,Sci-Fi",4.8,PG-13,https://www.imdb.com/title/tt1815862/?ref_=adv_li_tt
Speed Racer,2008,,"Action,Adventure,Comedy",6,PG,https://www.imdb.com/title/tt0811080/?ref_=adv_li_tt
Scooby-Doo 2: Monsters Unleashed,2004,,"Adventure,Comedy,Family",5.2,PG,https://www.imdb.com/title/tt0331632/?ref_=adv_li_tt
Escape Room: Tournament of Champions,2021,,"Action,Adventure,Horror",5.7,PG-13,https://www.imdb.com/title/tt9844522/?ref_=adv_li_tt
Queen of Outer Space,1958,,"Adventure,Fantasy,Sci-Fi",4.6,Unrated,https://www.imdb.com/title/tt0052104/?ref_=adv_li_tt
Despicable Me 3,2017,,"Animation,Adventure,Comedy",6.2,PG,https://www.imdb.com/title/tt3469046/?ref_=adv_li_tt
Jurassic World: Camp Cretaceous,2020–2022,"24,m","Animation,Action,Adventure",7.5,TV-PG,https://www.imdb.com/title/tt10436228/?ref_=adv_li_tt
